,qmof_id,pld,density,volume,ddec_charge_i,ddec_charge_j,distance,atom_i,atom_j,V
306,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-1.157664,7.260988,Zr,O,0.0272
309,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.606925,8.893647,Zr,O,0.0243
310,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.586473,8.942248,Zr,O,0.0268
311,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.604495,9.00268,Zr,O,0.0252
312,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.604931,9.020506,Zr,O,0.0128
313,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.603336,9.06247,Zr,O,0.0158
314,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.586739,9.103006,Zr,O,0.0269
315,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.586536,9.177275,Zr,O,0.0159
316,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.588005,9.213552,Zr,O,0.0175
317,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.586999,9.46711,Zr,Zr,-0.0366
319,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.607945,10.740158,Zr,O,0.0102
320,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.588444,10.896181,Zr,O,0.0107
321,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.586283,10.934399,Zr,O,0.0107
322,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-1.157339,12.043549,Zr,O,-0.0131
323,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.607545,12.052603,Zr,O,-0.0118
325,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376079,-0.604259,12.123711,Zr,O,-0.0115
335,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,2.37558,6.687749,Zr,Zr,0.0639
336,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,2.376079,6.692044,Zr,Zr,0.0623
337,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,2.376101,6.692912,Zr,Zr,0.0622
338,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.586999,6.71054,Zr,Zr,0.0612
343,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-1.077455,7.243036,Zr,O,0.0287
344,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-1.157664,7.262332,Zr,O,0.0271
347,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.60623,8.892967,Zr,O,0.024
348,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.604843,8.940665,Zr,O,0.0269
349,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.607945,9.006792,Zr,O,0.0248
350,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.606574,9.022184,Zr,O,0.0129
351,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.606707,9.061508,Zr,O,0.0157
352,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.587054,9.100465,Zr,O,0.027
353,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.587728,9.173618,Zr,O,0.016
354,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.604259,9.21196,Zr,O,0.0175
355,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,2.376464,9.468701,Zr,Zr,-0.0366
357,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-1.158375,10.739053,Zr,O,0.0102
358,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.586473,10.897938,Zr,O,0.0107
359,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.588005,10.932995,Zr,O,0.0107
360,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.603336,12.042314,Zr,O,-0.013
361,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.606925,12.054086,Zr,O,-0.0118
363,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376313,-0.586283,12.126027,Zr,O,-0.0115
373,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,2.376079,6.687447,Zr,Zr,0.0639
374,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.586999,6.689341,Zr,Zr,0.0609
375,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,2.37558,6.691184,Zr,Zr,0.0607
376,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,2.376101,6.71083,Zr,Zr,0.0611
381,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-1.156988,7.242181,Zr,O,0.0305
382,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-1.083033,7.244375,Zr,O,0.0281
385,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.606707,8.928236,Zr,O,0.0196
386,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.606574,8.981288,Zr,O,0.0238
387,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.604259,9.00944,Zr,O,0.0249
388,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.587728,9.058377,Zr,O,0.0299
389,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.607945,9.059874,Zr,O,0.0146
390,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.60623,9.100629,Zr,O,0.0138
391,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.587054,9.102617,Zr,O,0.0169
392,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.604843,9.199872,Zr,O,0.0186
393,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,2.376313,9.468701,Zr,Zr,-0.0366
397,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.586536,10.962264,Zr,O,0.011
398,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.604931,12.049837,Zr,O,-0.0135
399,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.604495,12.065523,Zr,O,-0.0113
401,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376464,-0.586816,12.12528,Zr,O,-0.0115
411,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.586999,6.686946,Zr,Zr,0.0639
412,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,2.376313,6.692912,Zr,Zr,0.0622
413,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,2.376079,6.693009,Zr,Zr,0.0622
414,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,2.376464,6.71083,Zr,Zr,0.0611
419,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-1.156988,7.244593,Zr,O,0.0285
420,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-1.157664,7.262029,Zr,O,0.0271
423,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.607545,8.893577,Zr,O,0.0242
424,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.588444,8.941218,Zr,O,0.0268
425,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-1.158375,9.008279,Zr,O,0.025
426,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.60306,9.020772,Zr,O,0.0128
427,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-1.157339,9.062405,Zr,O,0.0157
428,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.585156,9.101435,Zr,O,0.027
429,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.586816,9.176065,Zr,O,0.0159
430,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.586283,9.212382,Zr,O,0.0175
431,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,2.37558,9.469439,Zr,Zr,-0.0367
433,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.604495,10.738222,Zr,O,0.0102
434,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.604843,10.899716,Zr,O,0.0107
435,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.604259,10.931158,Zr,O,0.0107
436,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.606707,12.042966,Zr,O,-0.0132
437,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.60623,12.054726,Zr,O,-0.012
439,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.376101,-0.588005,12.125215,Zr,O,-0.0115
449,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,2.376313,6.687749,Zr,Zr,0.0639
450,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.586999,6.689801,Zr,Zr,0.0608
451,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,2.376464,6.691184,Zr,Zr,0.0607
452,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,2.376079,6.710669,Zr,Zr,0.061
457,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-1.083033,7.240587,Zr,O,0.0305
458,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-1.077455,7.245593,Zr,O,0.0278
461,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-1.157339,8.928596,Zr,O,0.0197
462,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.60306,8.979981,Zr,O,0.0233
463,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.586283,9.013231,Zr,O,0.0248
464,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.586816,9.057591,Zr,O,0.0299
465,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-1.158375,9.059246,Zr,O,0.015
466,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.607545,9.097959,Zr,O,0.0139
467,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.585156,9.102847,Zr,O,0.0169
468,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.588444,9.195957,Zr,O,0.0187
469,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,2.376101,9.469439,Zr,Zr,-0.0367
473,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.587728,10.962298,Zr,O,0.011
474,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.606574,12.052001,Zr,O,-0.0134
475,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.607945,12.067291,Zr,O,-0.0115
477,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,2.37558,-0.586536,12.125884,Zr,O,-0.0115
487,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,2.376101,6.686946,Zr,Zr,0.0639
488,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,2.376464,6.689341,Zr,Zr,0.0609
489,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,2.37558,6.689801,Zr,Zr,0.0608
490,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,2.376313,6.71054,Zr,Zr,0.0612
495,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-1.077455,7.239855,Zr,O,0.0307
496,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-1.156988,7.245378,Zr,O,0.0279
499,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.603336,8.924363,Zr,O,0.0199
500,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.604931,8.980263,Zr,O,0.0233
501,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.588005,9.008205,Zr,O,0.0249
502,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.586536,9.056245,Zr,O,0.0299
503,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.604495,9.060186,Zr,O,0.015
504,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.606925,9.098734,Zr,O,0.014
505,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.586739,9.104825,Zr,O,0.0169
506,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.586473,9.196111,Zr,O,0.0186
507,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,2.376079,9.46711,Zr,Zr,-0.0366
510,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.585156,10.901674,Zr,O,0.0101
511,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.586816,10.961437,Zr,O,0.011
512,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.60306,12.04828,Zr,O,-0.0135
513,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-1.158375,12.066166,Zr,O,-0.0114
515,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586999,-0.587728,12.123487,Zr,O,-0.0114
517,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.158375,4.316154,O,O,0.03
525,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.157664,7.774898,O,O,0.1344
526,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.081749,8.102923,O,O,0.1175
528,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.587728,8.218913,O,O,-0.0851
529,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.588005,8.377176,O,O,-0.0948
530,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.604843,8.482292,O,O,-0.0832
531,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,2.376101,9.101435,O,Zr,0.027
532,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,2.37558,9.102847,O,Zr,0.0169
533,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.156988,9.12413,O,O,0.0234
534,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.606574,9.535186,O,O,0.0559
535,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.60623,9.707217,O,O,0.0361
536,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.082258,9.851683,O,O,0.0105
538,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.60306,10.705781,O,O,-0.0233
539,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.586999,10.901674,O,Zr,0.0101
540,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-1.157339,11.077177,O,O,-0.0145
542,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.606707,12.026293,O,O,0.0341
545,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,-0.604259,13.044493,O,O,0.0313
555,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.60306,4.309741,O,O,0.0159
563,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-1.083033,7.846925,O,O,0.1336
565,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,0.423759,8.151701,O,O,0.1164
566,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.586739,8.218296,O,O,-0.0854
567,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.587728,8.451296,O,O,-0.0872
568,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.586536,8.454852,O,O,-0.0871
569,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,2.37558,9.057591,O,Zr,0.0299
570,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-1.077455,9.159312,O,O,0.0121
571,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,2.376101,9.176065,O,Zr,0.0159
572,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.60623,9.343127,O,O,0.0495
573,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.606574,9.689545,O,O,0.0346
576,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-1.158375,10.744165,O,O,-0.0109
577,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.586999,10.961437,O,Zr,0.011
580,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,2.376464,12.12528,O,Zr,-0.0115
581,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.606707,12.127819,O,O,0.0215
583,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.586473,13.121163,O,O,0.0306
588,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.606925,14.49847,O,O,0.0154
589,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.603336,14.518329,O,O,-0.0122
591,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,-0.586283,15.574996,O,O,-0.0136
593,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.606574,4.310303,O,O,0.0164
601,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-1.156988,7.846886,O,O,0.1337
603,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.587705,8.153803,O,O,0.1163
604,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.585156,8.218913,O,O,-0.0851
605,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.586816,8.451296,O,O,-0.0872
606,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.586536,8.453564,O,O,-0.0871
607,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,2.376464,9.058377,O,Zr,0.0299
608,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-1.083033,9.156923,O,O,0.0123
609,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,2.376313,9.173618,O,Zr,0.016
610,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.606925,9.345038,O,O,0.0496
611,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.604931,9.685352,O,O,0.0346
612,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-1.081749,9.824384,O,O,0.0104
614,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.607945,10.745049,O,O,-0.0109
615,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,2.37558,10.962298,O,Zr,0.011
618,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.586999,12.123487,O,Zr,-0.0114
619,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.603336,12.130132,O,O,0.0218
621,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.588444,13.117766,O,O,0.0307
626,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.607545,14.496481,O,O,0.0154
627,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-1.157339,14.518999,O,O,-0.0122
629,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,-0.604259,15.572004,O,O,-0.0135
631,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.60623,4.31633,O,O,0.0261
641,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-1.082258,8.03612,O,O,0.1194
643,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.585156,8.482292,O,O,-0.0832
644,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.588005,8.566681,O,O,-0.0698
645,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,2.376313,8.940665,O,Zr,0.0269
646,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-1.157664,9.170095,O,O,0.0196
647,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,2.376464,9.199872,O,Zr,0.0186
648,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.604495,9.350828,O,O,0.0498
649,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,0.423759,9.800506,O,O,0.0101
650,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.603336,9.812932,O,O,0.0457
652,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.606707,10.71745,O,O,-0.024
653,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,2.376101,10.899716,O,Zr,0.0107
654,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.606574,11.079837,O,O,-0.0122
656,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.604931,11.958316,O,O,0.0368
661,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,-0.586536,13.122847,O,O,0.0306
670,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.604843,4.31633,O,O,0.0261
677,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-1.157664,7.651046,O,O,0.1354
678,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,0.423759,7.897169,O,O,0.1211
679,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.604495,8.11883,O,O,-0.0696
680,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.60306,8.169954,O,O,-0.0746
681,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-1.158375,8.440069,O,O,-0.0571
682,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.603336,8.516744,O,O,-0.0486
683,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,2.376313,8.892967,O,Zr,0.024
684,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,2.376464,9.100629,O,Zr,0.0138
685,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-1.077455,9.134897,O,O,0.0165
686,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.586816,9.343127,O,O,0.0495
687,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.585156,9.707217,O,O,0.0361
691,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.604259,10.737869,O,O,-0.0121
694,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,2.376101,12.054726,O,Zr,-0.012
697,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.604931,12.764504,O,O,0.0165
703,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,-0.586536,14.499284,O,O,0.0153
708,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.587728,4.310303,O,O,0.0164
715,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-1.083033,7.585187,O,O,0.1339
716,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-1.081749,7.897455,O,O,0.1196
717,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.606925,8.170685,O,O,-0.0745
718,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-1.158375,8.272395,O,O,-0.061
719,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.604931,8.359979,O,O,-0.0606
720,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.60306,8.360494,O,O,-0.0606
721,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,2.376464,8.981288,O,Zr,0.0238
722,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,2.376313,9.022184,O,Zr,0.0129
723,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-1.156988,9.10762,O,O,0.0153
724,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.585156,9.535186,O,O,0.0559
725,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.586816,9.689545,O,O,0.0346
729,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,-0.587054,10.70789,O,O,-0.0234
