,qmof_id,pld,density,volume,ddec_charge_i,atom_i,U
393329,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638091,O,8.1965
393415,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638325,O,8.1965
393501,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638246,O,8.1966
393587,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638452,O,8.1965
393673,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638445,O,8.1968
393759,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.637786,O,8.1967
393845,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638279,O,8.1965
393931,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638051,O,8.1967
394017,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638218,O,8.1967
394103,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.638003,O,8.1967
394189,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.06726,O,8.1966
394275,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.06723,O,7.7741
394360,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.067375,O,7.7743
394445,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.067252,O,7.7744
394531,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.138994,O,7.7743
394615,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.138998,O,8.3734
394699,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.139097,O,8.3735
394784,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-1.138935,O,8.3735
394869,qmof-d441ad0,7.54451,0.6979098470592467,7215.798373883424,-0.391939,O,8.3735
399080,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,2.372421,Zr,3.2463
399118,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,2.372532,Zr,3.2463
399156,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,2.372477,Zr,3.2462
399194,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,2.372326,Zr,3.2462
399232,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,2.372325,Zr,3.2464
399270,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621049,Zr,3.2464
399308,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620998,O,8.172
399346,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621035,O,8.172
399384,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621038,O,8.172
399422,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621006,O,8.172
399460,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620968,O,8.172
399498,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620961,O,8.172
399536,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621087,O,8.172
399574,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621081,O,8.172
399612,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621038,O,8.1718
399650,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621015,O,8.1717
399688,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620962,O,8.1717
399726,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621192,O,8.1718
399764,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621184,O,8.1721
399802,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621202,O,8.1721
399840,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.621203,O,8.1721
399878,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620833,O,8.1721
399916,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620887,O,8.1719
399954,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620806,O,8.1719
399992,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620851,O,8.1719
400030,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620861,O,8.1719
400068,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620843,O,8.1719
400106,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620871,O,8.1718
400144,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-0.620803,O,8.1718
400182,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.066657,O,8.1719
400220,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.146102,O,7.7223
400258,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.066692,O,8.2769
400296,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.146055,O,7.7224
400334,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.066662,O,8.2769
400372,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.146152,O,7.7223
400410,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.066709,O,8.2768
400448,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,-1.146116,O,7.7223
400486,qmof-d675ae6,5.53402,0.5361764157080232,9024.19778853816,0.120902,O,8.2769
400524,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.327285,Ag,11.7141
400544,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.045988,Ag,11.7142
400564,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.045998,S,2.8559
400584,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,-0.318487,S,2.8559
400604,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,-0.318543,N,5.1936
400624,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,-0.251906,N,5.1936
400644,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,-0.251897,N,5.3942
400664,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.703972,N,5.3942
400684,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.704132,N,5.1183
400704,qmof-d705ce8,3.66457,1.6208641642244537,682.491994266706,0.100582,N,5.1183
402769,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,2.360306,Zr,3.2484
402807,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,2.370131,Zr,3.22
402845,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,2.373707,Zr,3.2391
402883,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,2.366546,Zr,3.2488
402921,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,2.365059,Zr,3.2306
402959,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.616954,Zr,3.2292
402997,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.629031,O,8.1636
403035,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.628166,O,8.1673
403073,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.61609,O,8.1617
403111,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.633746,O,8.1546
403149,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.618107,O,8.218
403187,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.623412,O,8.1645
403225,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.627715,O,8.2353
403263,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.625893,O,8.1702
403301,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.627977,O,8.1518
403339,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.618764,O,8.1609
403377,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.617687,O,8.1564
403415,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.625026,O,8.1594
403453,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.620188,O,8.1295
403491,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.622697,O,8.1568
403529,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.628827,O,8.1586
403567,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.618707,O,8.1374
403605,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.631231,O,8.2518
403643,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.632484,O,8.1207
403681,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.621713,O,8.2511
403719,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.623417,O,8.1526
403757,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.623377,O,8.1413
403795,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.626821,O,8.1448
403833,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-0.626268,O,8.1281
403871,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.068609,O,8.1284
403909,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.068803,O,7.7393
403947,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.069751,O,7.7421
403985,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.066797,O,7.7331
404023,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.143762,O,7.7238
404061,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.147559,O,8.315
404099,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.146054,O,8.2955
404137,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,-1.145464,O,8.3093
404175,qmof-d8307a2,3.59029,1.2920086406165077,2276.4383974355565,0.422572,O,8.2939
404213,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,1.867901,Sc,4.3259
404261,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,1.873597,Sc,4.3266
404285,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.641614,Sc,4.3281
404309,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.63266,O,7.8279
404333,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.642176,O,7.8418
404357,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.632313,O,7.8363
404381,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.638191,O,7.8421
404405,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.637195,O,7.8156
404429,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.641204,O,7.8282
404453,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.636609,O,7.83
404477,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.641972,O,7.8394
404501,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.634651,O,7.8194
404525,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.644213,O,7.826
404549,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.638305,O,7.8325
404573,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.644477,O,7.8393
404597,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.630663,O,7.8403
404621,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.640389,O,7.841
404645,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-0.632384,O,7.8331
404669,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-1.055681,O,7.8437
404693,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-1.052802,O,7.3163
404717,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-1.057003,O,7.2872
404741,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,-1.052405,O,7.3197
404765,qmof-db13ee3,7.14544,1.0002643025485585,1494.556902346896,0.112549,O,7.2867
404789,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.768652,Co,8.2873
404861,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.769848,Co,8.2885
404933,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.768351,Co,8.2987
405005,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.769861,Co,8.2858
405077,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.770086,Co,8.2879
405149,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.163897,Co,8.3005
405221,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.163817,H,7.3166
405293,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.163811,H,7.3288
405365,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.16352,H,7.326
405437,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.163678,H,7.3245
405509,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.16331,H,7.3219
405581,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.13996,H,7.3288
405653,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.140576,H,5.2564
405725,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.139347,H,5.2595
405797,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.1397,H,5.2598
405869,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.140281,H,5.2573
405941,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.138676,H,5.2547
406013,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.46585,H,5.2613
406085,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.467987,O,7.8525
406157,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.468461,O,7.8538
406229,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.466179,O,7.8523
406301,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.468482,O,7.8534
406373,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.468149,O,7.8537
406445,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.435177,O,7.8529
406517,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.436476,O,7.5389
406589,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.435115,O,7.5412
406661,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.435372,O,7.5391
406733,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.437027,O,7.5391
406805,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.434296,O,7.54
406877,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.433189,O,7.5393
406949,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.431435,O,7.5909
407021,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.431027,O,7.5866
407093,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.432164,O,7.5858
407165,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.432562,O,7.5885
407237,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,-0.430734,O,7.5875
407309,qmof-dc7e5a3,10.08865,1.27486912782728,1226.8937112795884,0.594614,O,7.5851
407381,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,2.383279,Zr,3.2539
407419,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,2.383388,Zr,3.2539
407457,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,2.383385,Zr,3.2539
407495,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,2.383232,Zr,3.2539
407533,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,2.383326,Zr,3.2539
407571,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604121,Zr,3.2539
407609,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603979,O,8.0637
407647,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604025,O,8.0637
407685,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604051,O,8.0637
407723,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604115,O,8.0637
407761,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604063,O,8.0637
407799,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604145,O,8.0637
407837,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604056,O,8.0637
407875,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603918,O,8.0637
407913,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603971,O,8.0636
407951,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603958,O,8.0636
407989,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604037,O,8.0636
408027,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604153,O,8.0636
408065,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604109,O,8.0637
408103,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.60416,O,8.0637
408141,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604068,O,8.0637
408179,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603968,O,8.0637
408217,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603954,O,8.0636
408255,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.60406,O,8.0636
408293,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604013,O,8.0636
408331,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604016,O,8.0636
408369,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.603971,O,8.0637
408407,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.60395,O,8.0637
408445,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-0.604072,O,8.0637
408483,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.071711,O,8.0637
408521,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.071775,O,7.7112
408559,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.071556,O,7.7111
408597,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.071771,O,7.7111
408635,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.155139,O,7.7112
408673,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.155199,O,8.2536
408711,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.155208,O,8.2536
408749,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,-1.155209,O,8.2536
408787,qmof-deea64a,3.43459,1.4978228955071402,2323.512781430737,0.419784,O,8.2536
408825,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,2.143742,Hf,2.8443
408863,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,2.143861,Hf,2.8424
408901,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,2.144048,Hf,2.8456
408939,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,2.144172,Hf,2.8448
408977,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,2.143015,Hf,2.8465
409015,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.566887,Hf,2.8482
409053,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.568255,O,7.9499
409091,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.568389,O,7.8894
409129,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.562862,O,7.9215
409167,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.571529,O,7.9871
409205,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.578261,O,7.8911
409243,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.57943,O,7.8677
409281,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.571916,O,7.8686
409319,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-1.062959,O,7.9066
409357,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-1.06414,O,7.5975
409395,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.998173,O,7.598
409433,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.999509,O,7.3146
409471,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.563671,O,7.2894
409509,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.56772,O,7.9887
409547,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.568031,O,7.9154
409585,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.565681,O,7.9213
409623,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.56847,O,7.9839
409661,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.56371,O,7.9157
409699,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.566024,O,7.9843
409737,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.567162,O,7.9798
409775,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.573226,O,7.9179
409813,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.576006,O,7.9055
409851,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.579405,O,7.8751
409889,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.571398,O,7.8632
409927,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.576727,O,7.8983
409965,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.573198,O,7.8716
410003,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.570866,O,7.9011
410041,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.574976,O,7.8929
410079,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-1.061954,O,7.8696
410117,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-1.063304,O,7.5942
410155,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-0.998755,O,7.6003
410193,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,-1.00002,O,7.3254
410231,qmof-df6f7f2,4.84224,0.8546000580691464,5242.674258993752,0.116165,O,7.2927
410535,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.63426,O,8.1439
410573,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.631057,O,8.1802
410611,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.606495,O,8.2571
410649,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.625751,O,8.1389
410687,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.59936,O,8.2262
410725,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.186551,O,8.1757
410763,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.05293,O,8.3689
410801,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.031294,O,7.8482
410839,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.164803,O,7.8728
410877,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.941247,O,8.3702
410915,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.781677,O,7.806
410991,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.02618,O,8.3943
411029,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.179371,O,7.8232
411067,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.038631,O,8.2373
411105,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.96614,O,7.7688
411143,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.53046,O,7.3093
411181,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.698168,O,8.2178
411219,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.979968,O,8.1271
411257,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.598998,O,7.4638
411295,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.922677,O,8.1709
411333,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.847528,O,7.7063
411371,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.808752,O,7.3356
411409,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.629864,O,7.2318
411447,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.765882,O,8.137
411485,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.7747,O,7.2286
411561,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.613073,O,8.2569
411599,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-0.956897,O,8.2458
411637,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,-1.000719,O,7.4266
411675,qmof-e2be686,11.47315,0.446580706266371,8398.679487926116,0.126463,O,7.6877
411813,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,2.375241,Zr,3.241
411851,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,2.379413,Zr,3.2469
411889,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,2.37526,Zr,3.2617
411927,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,2.379111,Zr,3.2512
411965,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,2.378793,Zr,3.2562
412003,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.618817,Zr,3.2564
412041,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.615209,O,8.1395
412079,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.61634,O,8.1173
412117,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.618551,O,8.1027
412155,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.608067,O,8.1402
412193,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.617067,O,8.1299
412231,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.615677,O,8.1519
412269,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.611682,O,8.1431
412307,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.617065,O,8.1215
412345,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.618203,O,8.1218
412383,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.614147,O,8.1201
412421,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.615023,O,8.1368
412459,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.614169,O,8.1389
412497,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.614619,O,8.037
412535,qmof-e2e3deb,4.83564,1.1143137519730035,3204.836972728737,-0.614596,O,8.1002
