,qmof_id,pld,density,volume,ddec_charge_i,atom_i,U
0,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,0.23439,Cu,13.2713
24,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,0.234423,Cu,13.2714
48,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,0.234366,Cu,13.2713
72,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.297503,Cu,13.2712
96,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.297568,S,3.8321
120,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.297412,S,3.8321
144,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.297531,S,3.8319
168,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.38991,S,3.8321
192,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.389836,Br,4.9638
216,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.389914,Br,4.9639
240,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,-0.389887,Br,4.964
264,qmof-0091bbc,3.81269,1.592058499852952,1170.8964439673534,0.095005,Br,4.9638
516,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.585156,O,8.1821
554,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586816,O,8.151
592,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587728,O,8.1515
630,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604843,O,8.1769
668,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60623,O,8.0939
706,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606574,O,8.018
744,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.60306,O,8.0173
782,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.158375,O,8.1036
820,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.156988,O,8.233
858,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.077455,O,8.2335
896,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.082258,O,7.6909
934,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587705,O,7.6906
972,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.588444,O,8.177
1010,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586283,O,8.1456
1048,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586536,O,8.1502
1086,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586739,O,8.1817
1124,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.588005,O,8.1448
1162,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.586473,O,8.1768
1200,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.587054,O,8.1815
1238,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604259,O,8.1449
1276,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.607945,O,8.103
1314,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606707,O,8.02
1352,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604931,O,8.0185
1390,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.606925,O,8.0943
1428,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.603336,O,8.0204
1466,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.604495,O,8.1028
1504,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-0.607545,O,8.0944
1542,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.157339,O,8.0193
1580,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.157664,O,8.231
1618,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.083033,O,8.2334
1656,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,-1.081749,O,7.6904
1694,qmof-00c8700,5.15664,0.7456257879349211,4534.52048486268,0.423759,O,7.6907
1884,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,2.361107,Zr,3.2584
1922,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.617204,Zr,3.2614
1960,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.610573,O,8.0755
1998,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.60727,O,8.0539
2036,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.606594,O,8.143
2074,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.634868,O,8.0856
2112,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.603225,O,8.1873
2150,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.602787,O,8.1001
2188,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.616705,O,8.2075
2226,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.948208,O,8.0479
2264,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.812676,O,7.4561
2302,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.772382,O,7.3
2378,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.178397,O,7.4846
2416,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.053645,O,8.3381
2454,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.657983,O,7.805
2492,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.592118,O,8.1447
2530,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.657153,O,8.1142
2568,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.585356,O,8.1597
2606,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.638456,O,8.1368
2644,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.591204,O,8.2162
2682,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.598861,O,8.1236
2720,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.614929,O,8.1008
2758,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.807994,O,8.0416
2796,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.929162,O,7.3759
2834,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.937255,O,7.7388
2872,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-0.779003,O,7.8108
2948,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.16532,O,7.6964
2986,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.180813,O,8.2917
3024,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.065849,O,8.2488
3062,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.037585,O,7.8076
3100,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,-1.164296,O,7.7558
3138,qmof-0147aef,15.96155,0.4891602455280695,5812.031552061671,0.125849,O,8.3887
3176,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,2.37235,Zr,3.2425
3220,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,2.371743,Zr,3.2424
3264,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,2.372426,Zr,3.2403
3308,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,2.372535,Zr,3.2408
3352,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,2.372876,Zr,3.2501
3396,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.623551,Zr,3.249
3440,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.623021,O,8.1461
3484,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.624758,O,8.1454
3528,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.62518,O,8.1423
3572,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.610459,O,8.1331
3616,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.621379,O,8.25
3660,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.611499,O,8.1355
3704,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.622879,O,8.2513
3748,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.621657,O,8.1342
3792,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.621544,O,8.1453
3836,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.621993,O,8.1279
3880,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.619661,O,8.1366
3924,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.623933,O,8.1453
3968,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.624231,O,8.1245
4012,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.627896,O,8.1242
4056,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.628594,O,8.1546
4100,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.609727,O,8.1551
4144,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.623237,O,8.2424
4188,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.610683,O,8.1313
4232,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.622679,O,8.2437
4276,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.620867,O,8.1292
4320,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.622125,O,8.1437
4364,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.622036,O,8.1436
4408,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.620072,O,8.1433
4452,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.066574,O,8.1428
4496,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.068002,O,7.7221
4540,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.067328,O,7.722
4584,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.068339,O,7.7282
4628,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.146525,O,7.7279
4672,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.146875,O,8.2727
4716,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.149168,O,8.2806
4760,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-1.149336,O,8.2914
4804,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.53822,O,8.2837
4848,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.511609,O,7.2283
4892,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.536711,O,8.7736
4980,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.511745,O,7.2305
5024,qmof-02883dc,3.63943,0.8843266513232578,4861.814364642944,-0.536482,O,8.7761
5112,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,2.371752,Zr,3.241
5162,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,2.371735,Zr,3.241
5212,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,2.371718,Zr,3.241
5262,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,2.37172,Zr,3.241
5312,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,2.371709,Zr,3.241
5362,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621059,Zr,3.241
5412,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621118,O,8.1725
5462,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621082,O,8.1725
5512,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621094,O,8.1726
5562,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621171,O,8.1726
5612,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621131,O,8.1726
5662,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621044,O,8.1725
5712,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621113,O,8.1726
5762,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621118,O,8.1726
5812,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621054,O,8.1725
5862,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621113,O,8.1726
5912,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.621064,O,8.1725
5962,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625355,O,8.1726
6012,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625339,O,8.1473
6062,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625338,O,8.1472
6112,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625352,O,8.1472
6162,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.62536,O,8.1473
6212,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625359,O,8.1472
6262,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625379,O,8.1473
6312,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625379,O,8.1472
6362,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625375,O,8.1472
6412,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625339,O,8.1472
6462,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625391,O,8.1472
6512,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.625377,O,8.1472
6562,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.065624,O,8.1472
6612,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.065676,O,7.7247
6662,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.065626,O,7.7247
6712,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.065618,O,7.7247
6762,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.147333,O,7.7247
6812,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.147318,O,8.2743
6862,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.147295,O,8.2743
6912,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-1.14725,O,8.2743
6962,qmof-031e1d8,4.23275,0.8883499686508648,4861.679626302229,-0.431858,O,8.2743
8012,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.314879,S,2.8155
8092,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.318014,S,1.7466
8172,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.232607,S,2.6472
8252,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.232616,S,1.8022
8332,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.232771,S,1.8027
8492,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.257426,S,1.7271
8572,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.232808,N,5.332
8652,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.257542,N,5.4735
8732,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.231699,N,5.3344
8812,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.204184,N,5.4718
8892,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.204204,N,5.2713
8972,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.204666,N,5.2717
9052,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,-0.204504,N,5.2523
9132,qmof-03a39a4,3.53537,1.831896423408166,746.008825285682,0.086276,N,5.2591
9262,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,1.843675,Y,2.4246
9342,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,1.842506,Y,2.4003
9422,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,1.843653,Y,2.4246
9502,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.584842,Y,2.4003
9902,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.596975,O,8.3891
9982,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.596037,O,8.3895
10062,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.596989,O,8.3892
10142,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.63015,O,8.3893
10222,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.630598,O,8.4271
10302,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.630197,O,8.4268
10382,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.630658,O,8.4269
10462,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.618002,O,8.4269
10542,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.617058,O,8.3952
10622,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.618,O,8.3931
10702,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.617112,O,8.3951
10782,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.619767,O,8.3932
10862,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.622143,O,8.3131
10942,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.619562,O,8.3289
11022,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.622217,O,8.3129
11102,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.601293,O,8.329
11182,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.602477,O,8.2329
11262,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.601283,O,8.2352
11342,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.602366,O,8.2328
11422,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.840757,O,8.2353
11502,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.840605,O,8.0029
11582,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.840659,O,7.9764
11662,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.840639,O,8.0028
11742,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.790488,O,7.9767
11822,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.790316,O,7.5884
11902,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.790365,O,7.5895
11982,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.790464,O,7.5883
12062,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.800666,O,7.5897
12142,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.801635,O,7.6807
12222,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.800875,O,7.6814
12302,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,-0.801604,O,7.6805
12382,qmof-05d6902,4.63412,1.663280255542633,1410.0404498069763,0.124597,O,7.6816
12462,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.810341,Y,2.4552
12536,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.839582,Y,2.4248
12610,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.84285,Y,2.4415
12684,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.824158,Y,2.4684
12758,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.810262,Y,2.4552
12832,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.83962,Y,2.4248
12906,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,1.843005,Y,2.4415
12980,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.585942,Y,2.4684
13054,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.63431,O,8.2702
13128,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.642619,O,8.5654
13202,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.565208,O,8.4492
13276,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.686707,O,8.1713
13350,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.549154,O,8.505
13424,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.636159,O,8.1311
13498,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.538087,O,8.3219
13572,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.622964,O,8.5891
13646,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.607019,O,8.4109
13720,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.602047,O,8.6224
13794,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.589241,O,8.3569
13942,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.586974,O,8.4853
14016,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.574648,O,8.4592
14090,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.585513,O,8.2146
14164,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.615948,O,8.444
14238,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.605558,O,8.5204
14312,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.587892,O,8.3715
14386,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.590204,O,8.5659
14460,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.624295,O,8.5065
14534,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.619363,O,8.3586
14608,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.604471,O,8.4442
14682,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.585978,O,8.3807
14830,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.796368,O,7.4123
14904,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.807151,O,7.5676
14978,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.808642,O,7.6256
15052,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.834771,O,7.6812
15126,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.783049,O,8.0579
15200,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.767752,O,7.6116
15274,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.807609,O,7.297
15348,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.787248,O,7.6161
15422,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.585934,O,7.5309
15496,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.634205,O,8.2702
15570,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.642624,O,8.5655
15644,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.565291,O,8.4492
15718,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.686699,O,8.1713
15792,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.549251,O,8.505
15866,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.636134,O,8.131
15940,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.538053,O,8.3217
16014,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.622957,O,8.5891
16088,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.607198,O,8.4109
16162,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.602026,O,8.6223
16236,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.589207,O,8.3568
16384,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.586963,O,8.4852
16458,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.57458,O,8.4592
16532,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.585538,O,8.2146
16606,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.616,O,8.444
16680,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.605591,O,8.5203
16754,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.587992,O,8.3715
16828,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.590034,O,8.5659
16902,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.624231,O,8.5064
16976,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.619369,O,8.3586
17050,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.604455,O,8.4443
17124,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.586084,O,8.3807
17272,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.796278,O,7.4123
17346,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.807215,O,7.5676
17420,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.808585,O,7.6255
17494,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.834667,O,7.6812
17568,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.783087,O,8.0579
17642,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.767811,O,7.6115
17716,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.807682,O,7.2969
17790,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,-0.787255,O,7.6162
17864,qmof-06447b5,4.65805,1.7236334498966066,3750.438319118178,0.39401,O,7.5309
21686,qmof-09bc32a,3.79384,1.0796081858069908,1808.0521640354093,0.578622,Ag,9.7829
21692,qmof-09bc32a,3.79384,1.0796081858069908,1808.0521640354093,-0.366971,Ag,9.7832
21722,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,2.360674,Zr,3.2444
21760,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,2.368795,Zr,3.2188
21798,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,2.372181,Zr,3.2377
21836,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,2.366806,Zr,3.245
21874,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,2.367675,Zr,3.2338
21912,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.616859,Zr,3.2337
21950,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.630042,O,8.1533
21988,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.629396,O,8.1617
22026,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.616016,O,8.1601
22064,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.624603,O,8.1552
22102,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.617705,O,8.1446
22140,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.611147,O,8.1558
22178,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.627977,O,8.1204
22216,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.628617,O,8.1489
22254,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.629365,O,8.1564
22292,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.619425,O,8.1535
22330,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.618164,O,8.1601
22368,qmof-0b45f96,3.71918,1.278537596922794,2292.5690600666803,-0.625738,O,8.158
